,fruit,stage,nir_850,nir_940,R,G,B,temp_c,humidity_pct,voc_ppm
355,watermelon,fresh,0.5304,0.3908,181,60,58,20.87,87.38,0.3898
356,watermelon,fresh,0.556,0.3978,185,56,60,20.22,85.21,0.3638
357,watermelon,fresh,0.5395,0.4035,175,63,52,20.7,88.12,0.4601
358,watermelon,fresh,0.5588,0.4017,178,66,53,21.03,86.63,0.4125
359,watermelon,fresh,0.5505,0.39,183,58,48,21.12,87.08,0.3731
360,watermelon,fresh,0.5434,0.396,175,66,51,19.73,88.24,0.3845
361,watermelon,fresh,0.5489,0.4057,176,61,52,20.37,89.25,0.3277
362,watermelon,fresh,0.5413,0.3878,180,62,54,19.28,87.04,0.3648
363,watermelon,fresh,0.5533,0.3937,185,61,55,20.35,91.06,0.3459
364,watermelon,fresh,0.5555,0.3992,174,58,50,21.73,83.75,0.4474
365,watermelon,fresh,0.5549,0.4069,181,61,49,20.15,85.9,0.3747
366,watermelon,fresh,0.5498,0.3941,178,54,49,20.82,86.67,0.393
367,watermelon,fresh,0.5506,0.3962,183,63,52,21.18,86.99,0.4878
368,watermelon,fresh,0.5562,0.396,186,68,52,19.72,85.2,0.407
369,watermelon,fresh,0.5581,0.4069,185,69,51,20.3,88.5,0.4114
370,watermelon,fresh,0.5566,0.3969,170,60,53,21.61,87.96,0.3617
371,watermelon,fresh,0.5551,0.401,184,55,44,19.84,89.09,0.3614
372,watermelon,fresh,0.5495,0.4035,188,60,53,20.3,83.93,0.398
373,watermelon,fresh,0.5532,0.3985,176,61,54,20.71,83.99,0.3787
374,watermelon,fresh,0.5491,0.4048,179,60,47,21.39,88.52,0.3991
375,watermelon,fresh,0.5468,0.4044,181,56,48,20.52,84.63,0.4214
376,watermelon,fresh,0.5491,0.4006,178,61,44,20.86,88.03,0.3652
377,watermelon,fresh,0.546,0.4035,180,68,51,19.94,83.84,0.5037
378,watermelon,fresh,0.5438,0.4002,184,60,48,20.52,87.16,0.3783
379,watermelon,fresh,0.5531,0.4058,185,61,52,21.13,85.92,0.4376
380,watermelon,fresh,0.5442,0.3997,185,56,47,20.97,86.05,0.4079
381,watermelon,fresh,0.5527,0.3993,181,57,43,20.3,87.97,0.3942
382,watermelon,fresh,0.5506,0.3892,177,59,48,19.71,83.91,0.4785
383,watermelon,fresh,0.552,0.3975,181,58,49,20.77,85.84,0.421
384,watermelon,fresh,0.5288,0.3912,181,63,49,19.73,85.92,0.3644
385,watermelon,fresh,0.5446,0.4057,178,66,50,20.67,90.51,0.3864
386,watermelon,fresh,0.5521,0.3938,175,60,53,20.56,86.26,0.4379
387,watermelon,fresh,0.5639,0.4014,182,61,46,19.8,85.14,0.3932
388,watermelon,fresh,0.5546,0.4014,189,60,51,20.4,88.69,0.3991
389,watermelon,fresh,0.5479,0.4029,176,58,48,21.38,86.7,0.444
390,watermelon,fresh,0.545,0.3945,176,57,47,21.86,86.41,0.403
391,watermelon,fresh,0.5663,0.4021,187,61,48,21.18,88.27,0.4137
392,watermelon,fresh,0.5552,0.3922,177,54,52,20.94,83.86,0.4436
393,watermelon,fresh,0.5391,0.4004,179,60,39,21.12,86.86,0.3808
394,watermelon,fresh,0.55,0.3989,178,55,50,20.5,86.72,0.4001
395,watermelon,fresh,0.554,0.3968,185,60,45,19.8,88.3,0.4789
396,watermelon,fresh,0.5552,0.3952,182,62,48,20.5,87.38,0.402
397,watermelon,fresh,0.5467,0.3947,185,56,47,20.89,86.23,0.3617
398,watermelon,fresh,0.5483,0.4001,179,56,46,21.3,84.36,0.3826
399,watermelon,fresh,0.5472,0.4024,177,65,50,20.69,88.34,0.4418
400,watermelon,spoiled,0.5768,0.4227,159,35,38,21.2,81.09,1.2318
401,watermelon,spoiled,0.578,0.4155,169,32,37,21.57,84.0,1.3392
402,watermelon,spoiled,0.5677,0.4111,161,36,36,21.25,82.78,0.9838
403,watermelon,spoiled,0.5811,0.4122,164,44,36,21.92,79.55,1.1905
404,watermelon,spoiled,0.5638,0.4302,159,41,45,21.49,85.9,1.1847
405,watermelon,spoiled,0.5838,0.4164,164,47,40,21.58,79.17,1.2986
406,watermelon,spoiled,0.5828,0.4201,159,37,34,19.34,82.03,1.2037
407,watermelon,spoiled,0.5811,0.431,167,41,37,20.18,83.15,1.1349
408,watermelon,spoiled,0.584,0.4227,166,39,40,21.75,81.69,1.2477
409,watermelon,spoiled,0.5886,0.4144,157,42,42,21.29,82.22,1.225
410,watermelon,spoiled,0.5763,0.4173,163,38,46,22.44,81.19,1.1459
411,watermelon,spoiled,0.5805,0.4165,162,40,39,20.08,85.03,1.1275
412,watermelon,spoiled,0.5694,0.4272,163,39,34,19.07,81.15,1.0597
413,watermelon,spoiled,0.5827,0.4142,171,39,32,22.8,80.73,1.1258
414,watermelon,spoiled,0.5863,0.4222,170,50,37,20.05,84.24,1.1545
415,watermelon,spoiled,0.5843,0.4142,162,47,44,19.63,82.28,1.2175
416,watermelon,spoiled,0.5814,0.4228,158,36,43,22.75,79.71,0.9829
417,watermelon,spoiled,0.5806,0.4211,170,38,46,22.08,82.87,1.2575
418,watermelon,spoiled,0.5831,0.4116,172,41,43,18.98,80.63,1.0574
419,watermelon,spoiled,0.5803,0.4275,165,40,38,18.33,81.05,1.2216
420,watermelon,spoiled,0.5874,0.4275,166,43,44,22.53,83.26,1.1754
421,watermelon,spoiled,0.5774,0.4305,161,40,38,19.76,81.99,1.2772
422,watermelon,spoiled,0.5665,0.4235,174,39,42,21.39,81.59,1.2164
423,watermelon,spoiled,0.578,0.4217,164,42,39,22.92,81.3,1.3746
424,watermelon,spoiled,0.5747,0.4215,166,44,43,21.84,79.29,1.1782
425,watermelon,spoiled,0.5881,0.4197,167,38,34,19.38,82.54,1.1879
426,watermelon,spoiled,0.5829,0.4084,162,43,39,22.62,82.78,1.13
427,watermelon,spoiled,0.5755,0.4117,171,41,37,19.58,80.85,1.1448
428,watermelon,spoiled,0.5869,0.4127,167,33,37,19.24,81.35,1.3143
429,watermelon,spoiled,0.5724,0.4247,160,45,38,20.89,84.57,1.064
430,watermelon,spoiled,0.5795,0.4186,164,29,40,21.05,83.17,1.2467
431,watermelon,spoiled,0.5776,0.412,170,48,40,22.93,79.74,1.2206
432,watermelon,spoiled,0.5843,0.4136,167,36,35,20.54,83.98,1.1335
433,watermelon,spoiled,0.5671,0.4199,168,36,35,19.52,84.33,1.3991
434,watermelon,spoiled,0.5813,0.4108,161,37,37,20.76,78.8,1.2814
435,watermelon,spoiled,0.5776,0.4118,167,41,36,18.49,81.92,1.3466
436,watermelon,spoiled,0.5768,0.4101,159,34,41,20.98,83.9,1.123
437,watermelon,spoiled,0.575,0.4282,165,43,39,20.61,82.32,1.275
438,watermelon,spoiled,0.5834,0.424,171,45,40,18.77,81.05,1.234
439,watermelon,spoiled,0.5777,0.4212,161,40,42,21.99,81.12,1.2669
440,watermelon,spoiled,0.5789,0.4079,172,43,41,20.29,83.26,1.1624
441,watermelon,spoiled,0.5673,0.423,162,35,44,20.78,82.11,1.1079
442,watermelon,spoiled,0.5831,0.4153,162,39,44,20.66,81.2,1.0857
443,watermelon,spoiled,0.5787,0.4238,166,34,38,20.18,80.73,1.1203
444,watermelon,spoiled,0.5742,0.4309,166,36,39,20.99,78.01,1.0133
445,watermelon,spoiled,0.5771,0.4153,163,41,44,21.56,80.04,1.3752
446,watermelon,spoiled,0.5758,0.4186,162,35,38,23.09,81.95,1.1564
447,watermelon,spoiled,0.5855,0.4274,168,38,37,22.83,81.59,1.151
448,watermelon,spoiled,0.5765,0.4225,170,46,42,19.42,80.44,1.1819
449,watermelon,spoiled,0.5695,0.4155,173,40,41,20.82,78.77,1.371
450,watermelon,spoiled,0.5783,0.4363,166,46,38,21.86,84.87,1.2914
451,watermelon,spoiled,0.5734,0.4105,163,38,42,21.72,81.07,1.1575
452,watermelon,spoiled,0.5798,0.4086,165,41,43,18.66,83.08,1.1186
453,watermelon,spoiled,0.5737,0.4365,170,35,30,23.24,80.95,1.1545
454,watermelon,spoiled,0.5811,0.4237,165,47,44,19.88,84.3,1.2212
455,watermelon,spoiled,0.5831,0.4167,165,43,45,19.11,84.51,1.2894
456,watermelon,spoiled,0.5802,0.4152,163,41,37,22.62,83.99,1.1778
457,watermelon,spoiled,0.5677,0.4193,165,35,44,21.0,82.66,1.2923
458,watermelon,spoiled,0.594,0.4222,164,42,39,19.25,85.01,1.3525
459,watermelon,spoiled,0.5853,0.4231,163,41,43,18.66,84.2,1.2187
460,watermelon,spoiled,0.5731,0.4256,162,39,34,22.88,77.75,0.9765
461,watermelon,spoiled,0.5791,0.4263,166,45,33,22.63,84.89,1.3008
462,watermelon,spoiled,0.5647,0.4228,163,40,33,20.77,81.65,1.351
463,watermelon,spoiled,0.5867,0.4259,165,39,36,20.71,81.02,1.2254
464,watermelon,spoiled,0.588,0.4196,164,42,47,20.27,84.86,1.4222
465,watermelon,spoiled,0.5742,0.4274,158,40,45,21.61,81.35,1.0076
466,watermelon,spoiled,0.5817,0.4092,176,41,39,21.61,83.45,1.1609
467,watermelon,spoiled,0.5762,0.4125,163,29,29,18.53,83.79,1.2656
468,watermelon,spoiled,0.5823,0.4241,165,40,35,19.23,85.98,1.4033
469,watermelon,spoiled,0.5763,0.4144,163,44,42,22.36,78.92,1.2508
470,watermelon,spoiled,0.5662,0.4203,165,41,43,18.1,81.86,1.2978
471,watermelon,spoiled,0.5887,0.4151,157,35,44,22.82,83.48,1.3679
472,watermelon,spoiled,0.5855,0.4161,164,47,42,21.28,82.63,1.2421
473,watermelon,spoiled,0.5651,0.4278,172,36,39,22.45,82.01,1.3832
474,watermelon,spoiled,0.5737,0.4221,167,45,37,21.07,81.99,1.1
475,watermelon,spoiled,0.58,0.4229,169,40,36,19.57,84.83,1.1091
476,watermelon,spoiled,0.5807,0.4257,167,40,40,20.85,83.12,1.2666
477,watermelon,spoiled,0.5733,0.4278,166,38,39,18.43,83.36,1.1662
478,watermelon,spoiled,0.5725,0.426,168,40,38,20.8,80.03,1.1496
479,watermelon,spoiled,0.5715,0.4246,166,44,40,22.07,81.9,1.2814
480,watermelon,spoiled,0.5799,0.4143,162,40,42,17.82,85.11,1.2194
481,watermelon,spoiled,0.5788,0.4202,168,38,32,21.67,83.4,1.0593
482,watermelon,spoiled,0.5881,0.4108,161,33,37,22.77,83.76,1.2445
483,watermelon,spoiled,0.5729,0.4206,165,36,38,21.43,83.71,1.0509
484,watermelon,spoiled,0.5852,0.4129,166,43,30,19.0,80.74,1.2635
485,watermelon,spoiled,0.5845,0.4207,165,42,38,18.01,80.6,1.1113
486,watermelon,spoiled,0.5828,0.418,166,43,40,19.04,85.22,1.211
487,watermelon,spoiled,0.5862,0.411,162,39,49,18.31,83.3,1.3575
488,watermelon,spoiled,0.5746,0.4166,166,38,38,22.52,81.32,1.2854
489,watermelon,spoiled,0.5835,0.419,168,39,38,18.69,81.66,1.2826
490,watermelon,spoiled,0.5769,0.4198,160,41,42,19.65,80.74,0.9457
491,watermelon,spoiled,0.5796,0.4227,169,38,41,21.87,81.59,1.4923
492,watermelon,spoiled,0.5816,0.4218,163,43,38,22.02,82.63,1.1201
493,watermelon,spoiled,0.5781,0.4302,160,44,38,18.76,85.49,1.4965
494,watermelon,spoiled,0.5827,0.4095,163,39,47,21.92,83.07,1.1726
495,watermelon,spoiled,0.5782,0.4206,166,39,38,20.4,84.66,1.1045
496,watermelon,spoiled,0.5885,0.4211,165,41,41,20.96,83.93,0.9518
497,watermelon,spoiled,0.5835,0.4147,165,39,42,19.89,85.58,1.2871
498,watermelon,spoiled,0.5853,0.4154,154,39,32,19.4,80.62,1.2135
499,watermelon,spoiled,0.5887,0.4187,164,43,45,18.95,82.54,1.0628
500,watermelon,spoiled,0.5913,0.4244,164,29,40,20.74,82.9,1.376
501,watermelon,spoiled,0.5737,0.4177,166,33,30,22.58,86.02,1.3367
502,watermelon,spoiled,0.5659,0.4377,160,39,39,18.79,82.72,1.0136
503,watermelon,spoiled,0.5826,0.4165,167,41,40,20.9,83.18,1.0672
504,watermelon,spoiled,0.5756,0.4132,165,30,46,18.83,85.41,1.5485
505,watermelon,spoiled,0.5792,0.4197,165,37,37,20.93,83.1,1.227
506,watermelon,spoiled,0.5766,0.4164,163,38,40,19.55,85.25,1.3779
507,watermelon,spoiled,0.5818,0.4196,162,34,43,18.36,80.53,1.1087
508,watermelon,spoiled,0.5858,0.4151,164,40,39,20.66,84.58,1.1698
509,watermelon,spoiled,0.5869,0.4186,163,39,38,20.58,82.82,1.3193
510,watermelon,spoiled,0.5859,0.4231,167,41,43,18.48,83.52,0.9203
511,watermelon,spoiled,0.5754,0.4239,166,43,40,20.22,83.06,0.9862
512,watermelon,spoiled,0.5795,0.421,172,39,41,21.63,80.1,1.4126
513,watermelon,spoiled,0.5799,0.4157,161,49,36,21.91,84.05,1.1865
514,watermelon,spoiled,0.5853,0.4154,158,46,48,21.82,84.31,1.2429
515,watermelon,spoiled,0.5808,0.4267,159,38,39,20.18,84.63,1.392
516,watermelon,spoiled,0.5838,0.4118,164,41,43,17.83,84.88,1.0442
517,watermelon,spoiled,0.5966,0.4271,162,43,39,18.33,86.07,1.1681
518,watermelon,spoiled,0.585,0.4163,166,33,34,20.01,83.52,1.278
519,watermelon,spoiled,0.5785,0.4197,162,38,44,17.53,83.88,1.2684
520,watermelon,spoiled,0.5727,0.4187,169,36,37,19.27,85.86,1.1377
521,watermelon,spoiled,0.5751,0.4081,166,41,40,20.79,80.27,1.2545
522,watermelon,spoiled,0.5819,0.4265,165,42,36,18.23,87.26,1.1944
523,watermelon,spoiled,0.5816,0.426,164,47,42,22.44,84.49,1.1673
524,watermelon,spoiled,0.5799,0.4199,166,43,36,19.71,84.45,1.3957
525,watermelon,spoiled,0.5761,0.4273,167,48,40,21.47,80.9,1.2006
526,watermelon,spoiled,0.5911,0.419,164,48,40,20.14,84.49,1.2591
527,watermelon,spoiled,0.5807,0.4268,162,44,33,18.15,80.21,1.0693
528,watermelon,spoiled,0.5823,0.4168,167,32,46,22.22,81.36,1.2441
529,watermelon,spoiled,0.5809,0.4133,159,43,36,18.11,81.83,1.0616
530,watermelon,spoiled,0.5732,0.4102,161,49,36,18.1,81.81,1.2159
531,watermelon,spoiled,0.5903,0.4218,169,40,43,21.82,85.1,1.2451
532,watermelon,spoiled,0.5762,0.4202,166,32,36,20.83,83.24,1.2781
533,watermelon,spoiled,0.5777,0.4149,169,47,44,21.47,83.17,1.0112
534,watermelon,spoiled,0.5764,0.4203,165,49,33,21.39,82.88,0.8684
535,watermelon,spoiled,0.5824,0.4267,165,37,43,21.96,84.94,1.0262
536,watermelon,spoiled,0.5859,0.417,159,37,33,19.21,80.06,1.1172
537,watermelon,spoiled,0.5852,0.4206,171,42,36,20.56,80.19,1.1565
538,watermelon,spoiled,0.5819,0.4188,163,45,35,20.12,84.13,1.1443
539,watermelon,spoiled,0.5803,0.4217,164,39,39,19.69,84.41,1.2634
540,watermelon,spoiled,0.5891,0.4165,165,46,35,19.16,80.49,1.1706
541,watermelon,spoiled,0.5811,0.4148,163,41,36,19.63,83.49,1.0335
542,watermelon,spoiled,0.5816,0.4306,166,37,45,20.07,84.56,1.0902
543,watermelon,spoiled,0.5815,0.4242,165,41,40,18.39,78.63,1.1044
544,watermelon,spoiled,0.5833,0.4143,168,43,36,17.97,80.19,1.1546
545,watermelon,spoiled,0.5798,0.4243,164,35,40,19.23,86.07,1.2247
546,watermelon,spoiled,0.5748,0.4175,160,37,40,21.76,83.66,1.2931
547,watermelon,spoiled,0.5801,0.4201,159,51,38,19.71,80.18,1.0943
548,watermelon,spoiled,0.5773,0.4282,159,32,40,19.68,81.73,1.1078
549,watermelon,spoiled,0.5806,0.4131,161,35,41,22.79,81.94,1.2952
550,watermelon,spoiled,0.5827,0.4186,165,37,39,22.57,82.3,1.2997
551,watermelon,spoiled,0.576,0.4289,165,41,38,23.08,83.56,1.0334
552,watermelon,spoiled,0.5762,0.4179,164,33,33,18.85,79.61,1.1625
553,watermelon,spoiled,0.573,0.4213,170,40,39,21.83,81.78,1.2552
554,watermelon,spoiled,0.5758,0.4294,168,38,39,21.97,81.66,1.2244
555,watermelon,spoiled,0.5791,0.4111,162,36,41,19.07,80.95,1.335
556,watermelon,spoiled,0.5771,0.4198,171,42,43,18.78,78.41,1.2247
557,watermelon,spoiled,0.5793,0.4195,166,41,43,19.55,81.13,1.2818
558,watermelon,spoiled,0.561,0.4152,165,36,36,21.71,82.73,1.2928
559,watermelon,spoiled,0.5849,0.4084,165,42,41,22.8,81.63,1.1484
560,watermelon,spoiled,0.5833,0.4263,160,34,42,22.99,81.65,1.137
561,watermelon,spoiled,0.5747,0.4122,164,38,47,21.94,83.86,1.0774
562,watermelon,spoiled,0.5708,0.4173,167,37,44,22.1,80.1,1.1254
563,watermelon,spoiled,0.5799,0.4125,161,44,46,20.12,81.85,1.043
564,watermelon,spoiled,0.577,0.4244,170,43,43,22.35,80.47,1.188
565,watermelon,spoiled,0.5905,0.4202,166,44,46,22.7,82.3,1.1736
566,watermelon,spoiled,0.5799,0.4216,159,39,40,20.12,83.31,1.2431
567,watermelon,spoiled,0.5753,0.4241,167,38,39,20.48,82.44,1.3737
568,watermelon,spoiled,0.5825,0.4175,167,38,37,21.34,82.75,1.1412
569,watermelon,spoiled,0.5836,0.4205,166,39,36,18.62,83.46,1.1159
570,watermelon,spoiled,0.5703,0.4133,166,44,33,22.96,81.76,1.2225
571,watermelon,spoiled,0.5799,0.4223,160,33,41,23.37,85.57,1.1375
572,watermelon,spoiled,0.5928,0.4127,166,37,40,21.62,84.38,1.3913
573,watermelon,spoiled,0.5735,0.4191,164,42,38,19.89,83.4,1.4408
574,watermelon,spoiled,0.5902,0.4114,163,44,36,23.34,79.19,1.3648
575,watermelon,spoiled,0.583,0.426,159,43,43,21.81,82.4,1.3165
576,watermelon,spoiled,0.5782,0.4143,169,42,37,20.33,79.93,1.2292
577,watermelon,spoiled,0.5751,0.4228,163,39,41,19.39,82.23,1.267
578,watermelon,spoiled,0.5862,0.4186,161,46,41,20.1,80.22,1.1954
579,watermelon,spoiled,0.574,0.4252,164,41,44,20.89,81.72,1.2928
580,watermelon,spoiled,0.5747,0.4212,170,38,38,22.77,83.18,1.2125
581,watermelon,spoiled,0.5756,0.4216,161,39,40,20.85,81.66,1.2775
582,watermelon,spoiled,0.5885,0.4241,169,38,35,22.26,84.18,1.3772
583,watermelon,spoiled,0.5787,0.4292,165,36,44,22.08,85.79,1.1152
584,watermelon,spoiled,0.572,0.4214,170,42,32,23.08,80.0,1.1081
585,watermelon,spoiled,0.5707,0.4292,165,46,39,21.54,79.76,1.2004
586,watermelon,spoiled,0.5786,0.417,163,40,43,19.76,83.99,1.1251
587,watermelon,spoiled,0.5828,0.4299,166,31,36,22.72,79.2,1.2096
588,watermelon,spoiled,0.5871,0.4207,165,47,35,20.94,82.81,1.2057
589,watermelon,spoiled,0.585,0.4219,168,42,39,20.67,80.78,1.2113
590,watermelon,spoiled,0.5691,0.4245,169,38,36,19.1,78.72,1.1788
591,watermelon,spoiled,0.5822,0.4242,168,37,42,19.34,83.52,0.9664
592,watermelon,spoiled,0.5855,0.4161,162,40,37,18.66,85.38,1.3466
593,watermelon,spoiled,0.5758,0.4229,164,41,42,22.16,82.88,1.0892
594,watermelon,spoiled,0.5667,0.4118,173,40,41,21.23,79.61,1.1502
595,watermelon,spoiled,0.5852,0.4156,161,41,42,19.85,84.45,1.2718
596,watermelon,spoiled,0.5809,0.4208,160,38,43,21.83,81.94,1.1784
597,watermelon,spoiled,0.5843,0.4046,159,37,38,18.61,86.46,1.0408
598,watermelon,spoiled,0.5868,0.4265,164,38,46,22.45,82.08,1.122
599,watermelon,spoiled,0.5792,0.4214,165,42,45,20.98,83.71,1.0727
600,berry,raw,0.4725,0.3613,111,35,43,-0.81,97.51,0.0354
601,berry,raw,0.4859,0.3673,106,29,35,2.19,99.39,0.0327
602,berry,raw,0.4767,0.3697,110,33,44,0.44,95.34,0.0305
603,berry,raw,0.4842,0.3717,111,36,39,1.45,92.14,0.0239
604,berry,raw,0.476,0.3684,120,37,42,0.81,94.86,0.0288
605,berry,raw,0.4767,0.3611,108,35,39,0.34,96.77,0.0353
606,berry,raw,0.4698,0.3652,105,30,42,2.68,96.48,0.03
607,berry,raw,0.4835,0.361,109,30,44,0.9,94.94,0.0355
608,berry,raw,0.4724,0.3544,101,33,40,1.39,92.96,0.0297
609,berry,raw,0.4733,0.3723,107,28,44,1.66,96.79,0.0325
610,berry,raw,0.4874,0.3682,112,26,35,2.78,95.8,0.0298
611,berry,raw,0.4847,0.3689,115,26,34,2.29,93.09,0.0371
612,berry,raw,0.4888,0.3456,111,28,36,0.86,98.06,0.0345
613,berry,raw,0.4806,0.3606,104,29,42,2.2,92.71,0.0298
614,berry,raw,0.4798,0.3655,107,28,34,2.51,98.11,0.0352
615,berry,raw,0.4788,0.3671,97,34,43,-0.39,95.19,0.0273
616,berry,raw,0.4826,0.3668,110,25,34,0.94,90.93,0.0288
617,berry,raw,0.4741,0.3574,103,25,41,0.08,96.98,0.0309
618,berry,raw,0.486,0.3678,120,29,44,2.36,91.86,0.0295
619,berry,raw,0.4774,0.3645,118,33,44,2.89,94.9,0.0319
620,berry,raw,0.4768,0.3769,109,32,47,2.33,94.73,0.0298
621,berry,raw,0.4683,0.3603,112,32,38,1.72,94.55,0.0362
622,berry,raw,0.478,0.3632,115,29,43,0.71,91.73,0.0317
623,berry,raw,0.4772,0.3661,107,36,41,-0.1,96.1,0.0275
624,berry,raw,0.4864,0.3599,111,31,39,0.57,93.45,0.0295
625,berry,raw,0.478,0.3674,110,29,36,2.48,95.43,0.0276
626,berry,raw,0.4729,0.3619,107,29,31,2.91,93.45,0.0296
627,berry,raw,0.4742,0.358,116,24,47,-0.2,92.76,0.0283
628,berry,raw,0.4814,0.3649,113,25,44,0.51,92.72,0.0313
629,berry,raw,0.4899,0.3672,108,32,38,1.21,96.65,0.0338
630,berry,raw,0.4768,0.3695,110,24,46,0.59,94.69,0.0349
631,berry,raw,0.4774,0.355,99,25,38,0.71,91.51,0.0308
632,berry,raw,0.4791,0.3632,112,33,42,1.16,95.09,0.0296
633,berry,raw,0.474,0.3735,108,30,40,3.16,92.63,0.0309
634,berry,raw,0.4807,0.3625,107,27,35,0.47,97.87,0.027
635,berry,raw,0.4836,0.3629,105,25,43,2.62,90.91,0.026
636,berry,raw,0.4804,0.3634,105,32,39,2.42,91.58,0.0326
637,berry,raw,0.4733,0.3552,103,30,44,2.62,97.21,0.0313
638,berry,raw,0.4759,0.3653,109,31,38,3.23,90.72,0.0288
639,berry,raw,0.4819,0.369,104,33,43,1.84,96.0,0.0282
640,berry,raw,0.4895,0.3703,116,25,36,3.06,95.27,0.0328
641,berry,raw,0.4815,0.3625,117,35,43,3.39,94.4,0.0289
642,berry,raw,0.4691,0.3656,106,30,36,-0.36,94.45,0.0274
643,berry,raw,0.4875,0.3638,103,24,39,3.53,92.82,0.0319
644,berry,raw,0.4822,0.3541,112,32,40,2.13,92.79,0.0319
645,berry,raw,0.4803,0.3668,110,29,35,1.16,96.46,0.0328
646,berry,raw,0.472,0.3689,105,33,34,-0.49,97.75,0.0365
647,berry,raw,0.4941,0.3571,108,34,37,0.29,92.88,0.0281
648,berry,raw,0.4739,0.3728,109,33,38,2.89,93.07,0.026
649,berry,raw,0.4796,0.3625,109,31,43,2.42,94.25,0.0288
650,berry,raw,0.4791,0.3637,107,29,42,1.17,92.33,0.0298
651,berry,raw,0.4879,0.3568,109,31,42,2.47,95.47,0.029
652,berry,raw,0.4801,0.3517,107,33,30,0.67,96.22,0.0359
653,berry,raw,0.4827,0.3621,105,26,37,0.36,90.75,0.0268
654,berry,raw,0.4932,0.3625,107,34,41,1.11,96.29,0.0317
655,berry,raw,0.4735,0.3794,108,32,40,1.93,93.13,0.0284
656,berry,raw,0.4758,0.3571,113,33,46,2.51,94.55,0.0317
657,berry,raw,0.4638,0.3571,110,28,40,0.74,94.51,0.0255
658,berry,raw,0.4738,0.3698,112,33,39,1.36,92.41,0.0283
659,berry,raw,0.4812,0.3725,114,34,35,2.06,95.54,0.0269
660,berry,raw,0.4859,0.3675,116,22,41,0.46,93.05,0.0268
661,berry,raw,0.4882,0.3609,104,28,36,0.87,94.98,0.0308
662,berry,raw,0.4779,0.3623,116,35,41,-0.7,92.67,0.0293
663,berry,raw,0.4845,0.3659,109,26,44,1.06,96.6,0.0309
664,berry,raw,0.4824,0.3658,107,33,38,1.35,97.69,0.0305
665,berry,raw,0.485,0.3687,111,28,47,1.21,95.69,0.0327
666,berry,raw,0.4712,0.3641,111,30,40,-0.62,95.89,0.0324
667,berry,raw,0.4741,0.3568,106,34,36,1.46,98.34,0.0307
668,berry,raw,0.4755,0.3688,103,33,37,0.89,93.28,0.0277
669,berry,raw,0.4887,0.3631,110,30,36,0.65,94.64,0.0328
670,berry,raw,0.4793,0.3668,109,30,35,3.05,96.85,0.0267
671,berry,raw,0.48,0.3661,108,27,34,0.0,94.29,0.0309
672,berry,raw,0.4769,0.3592,112,34,45,2.19,94.88,0.0356
673,berry,raw,0.4752,0.3791,116,27,42,0.73,92.96,0.0284
674,berry,raw,0.4824,0.362,108,32,39,3.19,92.92,0.0321
675,berry,raw,0.4802,0.3642,109,27,46,-0.08,92.15,0.0314
676,berry,raw,0.4862,0.3782,112,30,44,1.92,95.35,0.0293
677,berry,raw,0.4861,0.365,105,30,42,0.88,93.89,0.0328
678,berry,raw,0.4852,0.3668,115,38,38,1.27,98.07,0.0323
679,berry,raw,0.4788,0.3653,108,34,40,-0.26,93.3,0.0302
680,berry,raw,0.4796,0.3609,114,28,34,-1.23,96.69,0.0266
681,berry,raw,0.4756,0.3659,110,27,45,2.05,95.26,0.0262
682,berry,raw,0.4753,0.3692,108,38,44,1.09,94.71,0.0307
683,berry,raw,0.4779,0.3607,111,28,39,-0.44,93.4,0.0272
684,berry,raw,0.4837,0.3568,107,23,34,0.95,97.16,0.0299
685,berry,raw,0.4817,0.3594,114,20,45,0.92,94.44,0.026
686,berry,raw,0.4744,0.3598,110,34,42,0.79,92.26,0.0318
687,berry,raw,0.4846,0.3747,107,31,43,1.78,96.72,0.0294
688,berry,raw,0.4761,0.3654,111,32,38,0.47,97.44,0.031
689,berry,raw,0.4763,0.3696,102,31,38,0.21,96.64,0.032
690,berry,raw,0.4826,0.3699,107,27,41,-0.29,97.05,0.028
691,berry,raw,0.4794,0.3635,105,33,39,-0.95,94.23,0.0352
692,berry,raw,0.4806,0.3625,106,27,38,-1.13,95.55,0.0314
693,berry,raw,0.4856,0.3617,112,27,42,-1.13,96.83,0.0347
694,berry,raw,0.4662,0.367,110,35,34,1.84,96.06,0.0348
695,berry,raw,0.4779,0.3726,109,32,38,0.91,93.83,0.0291
696,berry,raw,0.4671,0.36,117,34,34,2.69,96.74,0.0317
697,berry,raw,0.4766,0.3665,111,38,37,0.03,94.01,0.0306
698,berry,raw,0.4914,0.3679,109,36,47,0.12,96.52,0.0327
699,berry,raw,0.4909,0.3658,107,29,36,-0.68,98.41,0.0333
700,berry,raw,0.4894,0.3648,110,31,34,-0.03,93.65,0.0339
701,berry,raw,0.4802,0.3589,109,34,41,0.45,97.13,0.0325
702,berry,raw,0.4841,0.3668,108,40,47,0.43,99.64,0.0311
703,berry,raw,0.4802,0.3604,107,27,41,-0.82,99.93,0.0288
704,berry,raw,0.4782,0.368,106,33,42,0.77,95.15,0.0305
705,berry,raw,0.4761,0.368,116,25,39,-0.98,95.5,0.0288
706,berry,raw,0.4831,0.3687,108,29,39,0.2,97.78,0.0312
707,berry,raw,0.4748,0.3601,110,33,35,1.16,94.42,0.0315
